"F_LEAN_TIP","TEVEKENYSEG","F_OKA","MEDIAN","TEV_DB","KEZELT_DB","BAZIS","SULY"
"IL","Flotta számviteli bizonylat","Normál",0.916666666666667,13,5,4.46666666666667,0.205223880597015
"IL","Flotta számviteli bizonylat","Ébredés",0.683333333333333,3,2,4.46666666666667,0.152985074626866
"IL","Flotta ügyintézés","Gyerektev. Zárult",0.316666666666667,45,34,4.46666666666667,0.0708955223880597
"IL","Flotta ügyintézés","KIVKEZ",1.625,6,2,4.46666666666667,0.363805970149254
"IL","Flotta ügyintézés","Kapcsolódó",4.25,153,106,4.46666666666667,0.951492537313433
"IL","Flotta ügyintézés","Kritikus",3.93333333333333,7,6,4.46666666666667,0.880597014925373
"IL","Flotta ügyintézés","Normál",5.19166666666667,2542,1854,4.46666666666667,1.16231343283582
"IL","Flotta ügyintézés","Reponálás",5.56666666666667,12,11,4.46666666666667,1.24626865671642
"IL","Flotta ügyintézés","Szakmai guru",5.68333333333333,2,1,4.46666666666667,1.27238805970149
"IL","Flotta ügyintézés","Ébredés",1.38333333333333,705,356,4.46666666666667,0.309701492537313
"IL","Flotta ügyintézés","Egyéb",2.41666666666667,526,524,4.46666666666667,0.541044776119403
"IL","Folyamatellenõrzés ajánlat nem élet","Kritikus",1.26666666666667,242,240,4.46666666666667,0.283582089552239
"IL","Folyamatellenõrzés ajánlat nem élet","Normál",1.33333333333333,175,175,4.46666666666667,0.298507462686567
"IL","Folyamatellenõrzés ajánlat nem élet","Egyéb",1.00833333333333,14,14,4.46666666666667,0.225746268656716
"IL","Folyamatellenõrzés ajánlat élet","Kritikus",2.24166666666667,86,86,4.46666666666667,0.501865671641791
"IL","Folyamatellenõrzés ajánlat élet","Normál",2.45833333333333,28,28,4.46666666666667,0.550373134328358
"IL","Folyamatellenõrzés ajánlat élet","Egyéb",0.133333333333333,57,55,4.46666666666667,0.0298507462686567
"IL","Folyamatellenõrzés logisztika","Egyéb",0.458333333333333,2,2,4.46666666666667,0.102611940298507
"IL","Folyamatellenõrzés partner","Normál",4.7,41,40,4.46666666666667,1.05223880597015
"IL","Folyamatellenõrzés pénzügy","Kritikus",0.9,351,351,4.46666666666667,0.201492537313433
"IL","Folyamatellenõrzés pénzügy","Normál",0.483333333333333,1,1,4.46666666666667,0.108208955223881
"IL","Folyamatellenõrzés specialista","Kritikus",2.31666666666667,1232,1228,4.46666666666667,0.51865671641791
"IL","Folyamatellenõrzés specialista","Normál",1.81666666666667,1192,1191,4.46666666666667,0.406716417910448
"IL","Folyamatellenõrzés specialista","Egyéb",7.15,23,16,4.46666666666667,1.60074626865672
"IL","FuFi foglaló","Gyerektev. Zárult",6.89166666666667,2,2,4.46666666666667,1.54291044776119
"IL","FuFi foglaló","Kapcsolódó",6.08333333333333,5,4,4.46666666666667,1.36194029850746
"IL","FuFi foglaló","Kritikus",1.23333333333333,1,1,4.46666666666667,0.276119402985075
"IL","FuFi foglaló","Normál",3.925,190,183,4.46666666666667,0.878731343283582
"IL","FuFi foglaló","Ébredés",2.96666666666667,38,23,4.46666666666667,0.664179104477612
"IL","FuFi függõ","Gyerektev. Zárult",1.88333333333333,57,41,4.46666666666667,0.421641791044776
"IL","FuFi függõ","Kapcsolódó",1.41666666666667,19,16,4.46666666666667,0.317164179104478
"IL","FuFi függõ","Kritikus",2.16666666666667,527,474,4.46666666666667,0.485074626865672
"IL","FuFi függõ","Normál",2.68333333333333,4166,4105,4.46666666666667,0.600746268656716
"IL","FuFi függõ","Ébredés",2.18333333333333,933,498,4.46666666666667,0.488805970149254
"IL","FuFi függõ","Egyéb",0.2,22,22,4.46666666666667,0.0447761194029851
"IL","Függõ 10-28-as állapot","Gyerektev. Zárult",1.725,2,1,4.46666666666667,0.386194029850746
"IL","Függõ 10-28-as állapot","Normál",1.41666666666667,498,494,4.46666666666667,0.317164179104478
"IL","Függõ 10-28-as állapot","Ébredés",1.15833333333333,10,7,4.46666666666667,0.259328358208955
"IL","Függõ 61-es állapot","Gyerektev. Zárult",4.93333333333333,1,1,4.46666666666667,1.1044776119403
"IL","Függõ 61-es állapot","Normál",0.65,3479,3478,4.46666666666667,0.145522388059701
"IL","Függõ 61-es állapot","Ébredés",0.433333333333333,34,30,4.46666666666667,0.0970149253731343
"IL","Függõ 63-as állapot EGYÉB","Gyerektev. Zárult",0.683333333333333,86,49,4.46666666666667,0.152985074626866
"IL","Függõ 63-as állapot EGYÉB","Kapcsolódó",1,1,1,4.46666666666667,0.223880597014925
"IL","Függõ 63-as állapot EGYÉB","Kritikus",1.15,31,15,4.46666666666667,0.257462686567164
"IL","Függõ 63-as állapot EGYÉB","Normál",1.3,2096,2084,4.46666666666667,0.291044776119403
"IL","Függõ 63-as állapot EGYÉB","Ébredés",0.816666666666667,187,104,4.46666666666667,0.182835820895522
"IL","Függõ 63-as állapot KGFB","Gyerektev. Zárult",0.575,228,141,4.46666666666667,0.128731343283582
"IL","Függõ 63-as állapot KGFB","Kapcsolódó",0.65,3,3,4.46666666666667,0.145522388059701
"IL","Függõ 63-as állapot KGFB","Kritikus",1.08333333333333,67,32,4.46666666666667,0.242537313432836
"IL","Függõ 63-as állapot KGFB","Normál",1.4,3851,3816,4.46666666666667,0.313432835820895
"IL","Függõ 63-as állapot KGFB","Ébredés",0.75,528,305,4.46666666666667,0.167910447761194
"IL","Függõ 66-os állapot","Gyerektev. Zárult",1.1,8,3,4.46666666666667,0.246268656716418
"IL","Függõ 66-os állapot","Kritikus",0.283333333333333,3,2,4.46666666666667,0.0634328358208955
"IL","Függõ 66-os állapot","Normál",1.75,2275,2272,4.46666666666667,0.391791044776119
"IL","Függõ 66-os állapot","Ébredés",1.9,16,8,4.46666666666667,0.425373134328358
"IL","Függõ 66-os állapot","Egyéb",0.316666666666667,1,1,4.46666666666667,0.0708955223880597
"IL","Függõ 70-es állapot lakás","Gyerektev. Zárult",1.6,1,1,4.46666666666667,0.358208955223881
"IL","Függõ 70-es állapot lakás","Kapcsolódó",4.9,1,1,4.46666666666667,1.09701492537313
"IL","Függõ 70-es állapot lakás","Normál",1.48333333333333,854,854,4.46666666666667,0.332089552238806
"IL","Függõ 70-es állapot lakás","Ébredés",1.51666666666667,3,2,4.46666666666667,0.33955223880597
"IL","Függõ egyéb","Gyerektev. Zárult",0.933333333333333,10,7,4.46666666666667,0.208955223880597
"IL","Függõ egyéb","Kapcsolódó",2.79166666666667,6,6,4.46666666666667,0.625
"IL","Függõ egyéb","Kritikus",1.63333333333333,23,11,4.46666666666667,0.365671641791045
"IL","Függõ egyéb","Normál",2.2,4852,4830,4.46666666666667,0.492537313432836
"IL","Függõ egyéb","Ébredés",2.1,134,68,4.46666666666667,0.470149253731343
"IL","Függõ egyéb","Egyéb",0.241666666666667,2,1,4.46666666666667,0.0541044776119403
"IL","Függõ ÁB-t nem illetõ díj 67 74","Gyerektev. Zárult",0.508333333333333,2,1,4.46666666666667,0.113805970149254
"IL","Függõ ÁB-t nem illetõ díj 67 74","Kritikus",0.716666666666667,2,1,4.46666666666667,0.16044776119403
"IL","Függõ ÁB-t nem illetõ díj 67 74","Normál",0.65,2004,2002,4.46666666666667,0.145522388059701
"IL","Függõ ÁB-t nem illetõ díj 67 74","Ébredés",0.9,13,4,4.46666666666667,0.201492537313433
"IL","Függõ ÁB-t nem illetõ díj egyéb","Normál",1.26666666666667,721,721,4.46666666666667,0.283582089552239
"IL","Függõ ÁB-t nem illetõ díj egyéb","Ébredés",2.58333333333333,1,1,4.46666666666667,0.578358208955224
"IL","Függõ üres","Gyerektev. Zárult",2.7,29,23,4.46666666666667,0.604477611940298
"IL","Függõ üres","Kapcsolódó",3.71666666666667,52,39,4.46666666666667,0.832089552238806
"IL","Függõ üres","Kritikus",1.00833333333333,14,8,4.46666666666667,0.225746268656716
"IL","Függõ üres","Normál",2.88333333333333,1387,1367,4.46666666666667,0.645522388059702
"IL","Függõ üres","Ébredés",1.86666666666667,366,144,4.46666666666667,0.417910447761194
"IL","Hatósági megkeresés","Kapcsolódó",3.34166666666667,2,2,4.46666666666667,0.748134328358209
"IL","Hatósági megkeresés","Normál",3.4,69,53,4.46666666666667,0.761194029850746
"IL","Hatósági megkeresés","Ébredés",1.76666666666667,37,23,4.46666666666667,0.395522388059701
"IL","Hatósági megkeresés","Egyéb",1.70833333333333,18,16,4.46666666666667,0.382462686567164
"IL","Igazolás","KIVKEZ",3.48333333333333,1,1,4.46666666666667,0.779850746268657
"IL","Igazolás","Kritikus",5.81666666666667,15,13,4.46666666666667,1.30223880597015
"IL","Igazolás","Normál",2.28333333333333,115,84,4.46666666666667,0.511194029850746
"IL","Igazolás","Szakmai guru",3.98333333333333,5,5,4.46666666666667,0.891791044776119
"IL","Igazolás","Ébredés",3.71666666666667,4,4,4.46666666666667,0.832089552238806
"IL","Igazolás","Egyéb",1.36666666666667,13,7,4.46666666666667,0.305970149253731
"IL","Igazolások UB","Gyerektev. Zárult",2.18333333333333,1,1,4.46666666666667,0.488805970149254
"IL","Igazolások UB","Kritikus",1.41666666666667,1,1,4.46666666666667,0.317164179104478
"IL","Igazolások UB","Normál",3.5,47,35,4.46666666666667,0.783582089552239
"IL","Igazolások UB","Ébredés",2.68333333333333,3,1,4.46666666666667,0.600746268656716
"IL","Igazolások UB","Egyéb",1.43333333333333,6,6,4.46666666666667,0.32089552238806
"IL","Igényfelmérõ ajánlat nélkül","Normál",0.45,1313,1309,4.46666666666667,0.100746268656716
"IL","Igényfelmérõ ajánlat nélkül","Ébredés",4.90833333333333,2,2,4.46666666666667,1.09888059701493
"IL","Igényfelmérõ függõ ajánlathoz","Gyerektev. Zárult",0.516666666666667,1,1,4.46666666666667,0.115671641791045
"IL","Igényfelmérõ függõ ajánlathoz","Normál",0.466666666666667,707,699,4.46666666666667,0.104477611940299
"IL","Igényfelmérõ függõ ajánlathoz","Ébredés",0.566666666666667,1,1,4.46666666666667,0.126865671641791
"IL","Igényfelmérõ függõ ajánlathoz","Egyéb",0.15,5,5,4.46666666666667,0.0335820895522388
"IL","Igényfelmérõ lezárt ajánlathoz","Gyerektev. Zárult",0.15,5,5,4.46666666666667,0.0335820895522388
"IL","Igényfelmérõ lezárt ajánlathoz","Kritikus",3.28333333333333,1,1,4.46666666666667,0.735074626865672
"IL","Igényfelmérõ lezárt ajánlathoz","Normál",0.5,441,431,4.46666666666667,0.111940298507463
"IL","Igényfelmérõ lezárt ajánlathoz","Ébredés",1.25,1,1,4.46666666666667,0.279850746268657
"IL","Igényfelmérõ nem létezõ ajánlathoz","Gyerektev. Zárult",0.15,1,1,4.46666666666667,0.0335820895522388
"IL","Igényfelmérõ nem létezõ ajánlathoz","Kritikus",0.4,1,1,4.46666666666667,0.0895522388059702
"IL","Igényfelmérõ nem létezõ ajánlathoz","Normál",0.983333333333333,173,172,4.46666666666667,0.220149253731343
"IL","Igényfelmérõ nem létezõ ajánlathoz","Egyéb",1.03333333333333,1,1,4.46666666666667,0.23134328358209
"IL","Információkérés díjról","Gyerektev. Zárult",2.49166666666667,6,4,4.46666666666667,0.557835820895522
"IL","Információkérés díjról","Kapcsolódó",5.25,1,1,4.46666666666667,1.17537313432836
"IL","Információkérés díjról","Normál",4.33333333333333,6,5,4.46666666666667,0.970149253731343
"IL","Információkérés díjról","Reponálás",4.20833333333333,4,2,4.46666666666667,0.942164179104477
"IL","Irat/Akta média","Normál",1.55833333333333,30,26,4.46666666666667,0.348880597014925
"IL","Irat/Akta média","Egyéb",1.05,12,11,4.46666666666667,0.235074626865672
"IL","Irattári kikérés","Normál",2.16666666666667,29,22,4.46666666666667,0.485074626865672
"IL","Irattári kikérés","Ébredés",4.36666666666667,2,1,4.46666666666667,0.977611940298507
"AL","CASCO adatrögzítés","KIVKEZ",8.26666666666667,66,55,4.46666666666667,1.85074626865672
"AL","CASCO adatrögzítés","Kapcsolódó",8.58333333333333,211,203,4.46666666666667,1.92164179104478
"AL","CASCO adatrögzítés","Normál",8.175,646,624,4.46666666666667,1.83022388059702
"AL","CASCO adatrögzítés","Reponálás",9.16666666666667,425,417,4.46666666666667,2.05223880597015
"AL","CASCO adatrögzítés","Ébredés",5.9,1,1,4.46666666666667,1.32089552238806
"AL","CASCO adatrögzítés","Egyéb",7.19166666666667,22,22,4.46666666666667,1.61007462686567
"AL","CASCO elektronikus adatellenõrzés","KIVKEZ",5.01666666666667,513,425,4.46666666666667,1.12313432835821
"AL","CASCO elektronikus adatellenõrzés","Kapcsolódó",4.2,5842,4306,4.46666666666667,0.940298507462687
"AL","CASCO elektronikus adatellenõrzés","Normál",5.28333333333333,3194,3099,4.46666666666667,1.18283582089552
"AL","CASCO elektronikus adatellenõrzés","Reponálás",3.8,8631,5416,4.46666666666667,0.850746268656716
"AL","CASCO elektronikus adatellenõrzés","Ébredés",4.98333333333333,1341,1254,4.46666666666667,1.11567164179104
"AL","CASCO elektronikus adatellenõrzés","Egyéb",1.01666666666667,82,75,4.46666666666667,0.227611940298507
"AL","CASCO papír adatellenõrzés","KIVKEZ",4.15,87,64,4.46666666666667,0.92910447761194
"AL","CASCO papír adatellenõrzés","Kapcsolódó",3.5,402,278,4.46666666666667,0.783582089552239
"AL","CASCO papír adatellenõrzés","Normál",3.51666666666667,707,699,4.46666666666667,0.787313432835821
"AL","CASCO papír adatellenõrzés","Reponálás",3.6,1165,779,4.46666666666667,0.805970149253731
"AL","CASCO papír adatellenõrzés","Ébredés",2.225,30,20,4.46666666666667,0.498134328358209
"AL","CASCO senior adatellenõrzés","KIVKEZ",3.21666666666667,1,1,4.46666666666667,0.720149253731343
"AL","CASCO senior kockázatelbírálás","Normál",0.733333333333333,1,1,4.46666666666667,0.164179104477612
"AL","CASCO sikertelen KPM adatellenõrzés","KIVKEZ",4.125,24,20,4.46666666666667,0.923507462686567
"AL","CASCO sikertelen KPM adatellenõrzés","Kapcsolódó",3.44166666666667,98,71,4.46666666666667,0.770522388059702
"AL","CASCO sikertelen KPM adatellenõrzés","Normál",3.81666666666667,177,170,4.46666666666667,0.854477611940298
"AL","CASCO sikertelen KPM adatellenõrzés","Reponálás",2.60833333333333,286,152,4.46666666666667,0.583955223880597
"AL","CASCO sikertelen KPM adatellenõrzés","Ébredés",3.10833333333333,14,13,4.46666666666667,0.69589552238806
"AL","CASCO sikertelen KPM adatellenõrzés","Egyéb",0.55,2,2,4.46666666666667,0.123134328358209
"AL","Egyéb iraton","KIVKEZ",5.06666666666667,17,16,4.46666666666667,1.13432835820896
"AL","Egyéb iraton","Kapcsolódó",4.68333333333333,368,345,4.46666666666667,1.04850746268657
"AL","Egyéb iraton","Normál",5.3,17,16,4.46666666666667,1.1865671641791
"AL","Egyéb iraton","Reponálás",4.86666666666667,120,109,4.46666666666667,1.08955223880597
"AL","Egyéb iraton","Ébredés",4.53333333333333,1,1,4.46666666666667,1.01492537313433
"AL","Egyéb iraton","Egyéb",0.05,257,223,4.46666666666667,0.0111940298507463
"AL","GFB adatrögzítés","KIVKEZ",3.43333333333333,97,80,4.46666666666667,0.76865671641791
"AL","GFB adatrögzítés","Kapcsolódó",3.73333333333333,57,55,4.46666666666667,0.835820895522388
"AL","GFB adatrögzítés","Normál",3.05,1265,1065,4.46666666666667,0.682835820895522
"AL","GFB adatrögzítés","Reponálás",4.33333333333333,716,572,4.46666666666667,0.970149253731343
"AL","GFB adatrögzítés","Szakmai guru",7.35,1,1,4.46666666666667,1.6455223880597
"AL","GFB adatrögzítés","Ébredés",2.63333333333333,11,11,4.46666666666667,0.58955223880597
"AL","GFB adatrögzítés","Egyéb",3.40833333333333,48,35,4.46666666666667,0.763059701492537
"AL","GFB elektronikus adatellenõrzés","KIVKEZ",19.0833333333333,1,1,4.46666666666667,4.27238805970149
"AL","GFB elektronikus adatellenõrzés","Kapcsolódó",4.31666666666667,1,1,4.46666666666667,0.966417910447761
"AL","GFB elektronikus adatellenõrzés","Normál",4.43333333333333,5,4,4.46666666666667,0.992537313432836
"AL","GFB elektronikus adatellenõrzés","Reponálás",1.78333333333333,18,6,4.46666666666667,0.399253731343284
"AL","GFB elektronikus adatellenõrzés","Egyéb",7.96666666666667,1,1,4.46666666666667,1.78358208955224
"AL","GFB papír adatellenõrzés","KIVKEZ",3.575,454,338,4.46666666666667,0.800373134328358
"AL","GFB papír adatellenõrzés","Kapcsolódó",5.81666666666667,20,18,4.46666666666667,1.30223880597015
"AL","GFB papír adatellenõrzés","Normál",3.76666666666667,410,398,4.46666666666667,0.843283582089552
"AL","GFB papír adatellenõrzés","Reponálás",3.61666666666667,1533,956,4.46666666666667,0.809701492537313
"AL","GFB papír adatellenõrzés","Szakmai guru",3.50833333333333,4,4,4.46666666666667,0.78544776119403
"AL","GFB papír adatellenõrzés","Ébredés",2.98333333333333,9,8,4.46666666666667,0.667910447761194
"AL","GFB senior adatellenõrzés","Kapcsolódó",8.06666666666667,1,1,4.46666666666667,1.80597014925373
"AL","GFB senior kockázatelbírálás","Kapcsolódó",0.383333333333333,2,2,4.46666666666667,0.0858208955223881
"AL","GFB senior kockázatelbírálás","Normál",1.01666666666667,1,1,4.46666666666667,0.227611940298507
"AL","GFB senior kockázatelbírálás","Reponálás",0.516666666666667,1,1,4.46666666666667,0.115671641791045
"AL","GFB sikertelen KPM adatellenõrzés","KIVKEZ",5.29166666666667,874,695,4.46666666666667,1.18470149253731
"AL","GFB sikertelen KPM adatellenõrzés","Kapcsolódó",6.43333333333333,5613,5048,4.46666666666667,1.44029850746269
"AL","GFB sikertelen KPM adatellenõrzés","Normál",6.08333333333333,23392,22567,4.46666666666667,1.36194029850746
"AL","GFB sikertelen KPM adatellenõrzés","Reponálás",5.26666666666667,17730,12965,4.46666666666667,1.17910447761194
"AL","GFB sikertelen KPM adatellenõrzés","Szakmai guru",3.85,1952,1742,4.46666666666667,0.861940298507463
"AL","GFB sikertelen KPM adatellenõrzés","kgfb2017_kampany",6.6,1183,1159,4.46666666666667,1.47761194029851
"AL","GFB sikertelen KPM adatellenõrzés","Ébredés",4.775,726,583,4.46666666666667,1.06902985074627
"AL","GFB sikertelen KPM adatellenõrzés","Egyéb",8.36666666666667,457,429,4.46666666666667,1.87313432835821
"AL","LAKÁS Többkörös senior kockázatelbírálás","KIVKEZ",2.45833333333333,2,2,4.46666666666667,0.550373134328358
"AL","LAKÁS Többkörös senior kockázatelbírálás","Kapcsolódó",7.825,6,6,4.46666666666667,1.75186567164179
"AL","LAKÁS Többkörös senior kockázatelbírálás","Normál",3.15,8,8,4.46666666666667,0.705223880597015
"AL","LAKÁS Többkörös senior kockázatelbírálás","Reponálás",6.54166666666667,12,12,4.46666666666667,1.46455223880597
"AL","LAKÁS Többkörös senior kockázatelbírálás","Egyéb",1.93333333333333,1,1,4.46666666666667,0.432835820895522
"AL","LAKÁS adatrögzítés","KIVKEZ",5.9,79,45,4.46666666666667,1.32089552238806
"AL","LAKÁS adatrögzítés","Kapcsolódó",9.13333333333333,82,69,4.46666666666667,2.04477611940298
"AL","LAKÁS adatrögzítés","Normál",10.0333333333333,311,269,4.46666666666667,2.24626865671642
"AL","LAKÁS adatrögzítés","Reponálás",7.01666666666667,707,390,4.46666666666667,1.57089552238806
"AL","LAKÁS adatrögzítés","Szakmai guru",4.36666666666667,1,1,4.46666666666667,0.977611940298507
"AL","LAKÁS adatrögzítés","Ébredés",9.16666666666667,92,84,4.46666666666667,2.05223880597015
"AL","LAKÁS adatrögzítés","Egyéb",9.78333333333333,49,35,4.46666666666667,2.19029850746269
"AL","LAKÁS elektronikus adatellenõrzés","KIVKEZ",5.18333333333333,127,102,4.46666666666667,1.16044776119403
"AL","LAKÁS elektronikus adatellenõrzés","Kapcsolódó",5.81666666666667,102,86,4.46666666666667,1.30223880597015
"AL","LAKÁS elektronikus adatellenõrzés","Normál",5.68333333333333,480,468,4.46666666666667,1.27238805970149
"AL","LAKÁS elektronikus adatellenõrzés","Reponálás",5.01666666666667,231,124,4.46666666666667,1.12313432835821
"AL","LAKÁS elektronikus adatellenõrzés","Szakmai guru",4,51,50,4.46666666666667,0.895522388059702
"AL","LAKÁS elektronikus adatellenõrzés","Ébredés",2.75,9,9,4.46666666666667,0.615671641791045
"AL","LAKÁS elektronikus adatellenõrzés","Egyéb",3.875,12,11,4.46666666666667,0.867537313432836
"AL","LAKÁS papír adatellenõrzés","KIVKEZ",2.725,92,51,4.46666666666667,0.610074626865672
"AL","LAKÁS papír adatellenõrzés","Kapcsolódó",3.60833333333333,164,92,4.46666666666667,0.807835820895522
"AL","LAKÁS papír adatellenõrzés","Normál",5.2,187,163,4.46666666666667,1.16417910447761
"AL","LAKÁS papír adatellenõrzés","Reponálás",2.40833333333333,992,357,4.46666666666667,0.539179104477612
"AL","LAKÁS papír adatellenõrzés","Szakmai guru",7.65833333333333,2,2,4.46666666666667,1.71455223880597
"AL","LAKÁS papír adatellenõrzés","Ébredés",2.21666666666667,11,7,4.46666666666667,0.496268656716418
"AL","LAKÁS papír adatellenõrzés","Egyéb",4.23333333333333,7,6,4.46666666666667,0.947761194029851
"AL","LAKÁS senior adatellenõrzés","KIVKEZ",3.9,119,87,4.46666666666667,0.873134328358209
"AL","LAKÁS senior adatellenõrzés","Kapcsolódó",2.23333333333333,152,99,4.46666666666667,0.5
"AL","LAKÁS senior adatellenõrzés","Normál",3.05,276,217,4.46666666666667,0.682835820895522
